movieId,title,Year,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,(no genres listed),popularity,vote_average,vote_count,runtime,revenue,language
55,Georgia (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.832,5.8,36.0,115.0,1110974.0,True
56,Kids of the Round Table (1995),1995,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,4.6,5.0,89.0,0.0,True
57,Home for the Holidays (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.348,6.3,161.0,103.0,17519169.0,True
58,"Postman, The (Postino, Il) (1994)",1994,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.138,7.933,1075.0,109.0,33000000.0,False
59,"Confessional, The (Confessionnal, Le) (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.318,6.3,17.0,100.0,0.0,False
60,"Indian in the Cupboard, The (1995)",1995,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.059,6.421,577.0,96.0,35700000.0,True
61,Eye for an Eye (1996),1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.085,6.077,319.0,101.0,26877589.0,True
62,Mr. Holland's Opus (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.137,6.971,378.0,137.0,106269971.0,True
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.451,6.973,1171.0,89.0,20100000.0,True
64,Two if by Sea (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.131,4.809,77.0,96.0,10658278.0,True
65,Bio-Dome (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.343,4.54,329.0,95.0,13400000.0,True
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,13.071,2.9,128.0,92.0,2409225.0,True
67,Two Bits (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.283,5.7,53.0,85.0,0.0,True
68,French Twist (Gazon maudit) (1995),1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.333,6.1,283.0,95.0,0.0,False
69,Friday (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.892,7.152,1621.0,97.0,28215918.0,True
70,From Dusk Till Dawn (1996),1996,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,27.937,7.015,5481.0,108.0,25836616.0,True
71,Fair Game (1995),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.619,5.0,264.0,91.0,11500000.0,True
72,Kicking and Screaming (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.626,6.207,181.0,96.0,718490.0,True
73,"Misérables, Les (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.741,6.924,60.0,175.0,0.0,False
74,Bed of Roses (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.931,5.8,108.0,87.0,19030691.0,True
75,Big Bully (1996),1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.917,4.58,69.0,90.0,2042530.0,True
76,Screamers (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12.204,6.19,490.0,108.0,5781885.0,True
77,Nico Icon (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.834,7.222,9.0,70.0,0.0,True
78,"Crossing Guard, The (1995)",1995,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11.558,6.03,234.0,111.0,0.0,True
79,"Juror, The (1996)",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12.726,5.5,338.0,118.0,22754725.0,True
80,"White Balloon, The (Badkonake sefid) (1995)",1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315,7.538,78.0,85.0,0.0,False
81,Things to Do in Denver When You're Dead (1995),1995,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14.938,6.488,341.0,116.0,529766.0,True
82,Antonia's Line (Antonia) (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.449,7.028,111.0,102.0,0.0,False
83,Once Upon a Time... When We Were Colored (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.3,3.0,115.0,0.0,True
84,Last Summer in the Hamptons (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538,5.667,3.0,108.0,0.0,True
85,Angels and Insects (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.351,6.5,43.0,118.0,0.0,True
86,White Squall (1996),1996,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19.279,6.278,325.0,129.0,10300000.0,True
87,Dunston Checks In (1996),1996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.123,5.402,207.0,88.0,0.0,True
88,Black Sheep (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.501,5.989,369.0,87.0,32000000.0,True
89,Nick of Time (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.314,6.175,651.0,90.0,8175346.0,True
90,"Journey of August King, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,6.625,12.0,91.0,0.0,True
92,Mary Reilly (1996),1996,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,13.878,5.784,288.0,104.0,12379402.0,True
93,Vampire in Brooklyn (1995),1995,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.083,5.0,528.0,100.0,19800000.0,True
94,Beautiful Girls (1996),1996,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.559,6.639,326.0,112.0,0.0,True
95,Broken Arrow (1996),1996,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.824,6.033,1377.0,108.0,150300000.0,True
96,In the Bleak Midwinter (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.958,7.1,34.0,99.0,0.0,True
97,"Hate (Haine, La) (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27.459,8.087,3677.0,98.0,15300000.0,False
98,Shopping (1994),1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.925,5.3,42.0,105.0,0.0,True
99,Heidi Fleiss: Hollywood Madam (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.543,6.6,14.0,106.0,0.0,True
100,City Hall (1996),1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12.249,5.904,250.0,111.0,0.0,True
101,Bottle Rocket (1996),1996,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.569,6.73,966.0,91.0,1040879.0,True
102,Mr. Wrong (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653,4.0,50.0,96.0,0.0,True
103,Unforgettable (1996),1996,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7.811,5.602,94.0,106.0,0.0,True
104,Happy Gilmore (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.669,6.6,2444.0,92.0,41205099.0,True
105,"Bridges of Madison County, The (1995)",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.724,7.693,1963.0,135.0,182016617.0,True
106,Nobody Loves Me (Keiner liebt mich) (1994),1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.387,6.304,29.0,104.0,0.0,False
107,Muppet Treasure Island (1996),1996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.232,6.6,355.0,100.0,34300000.0,True
108,Catwalk (1996),1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.369,7.4,7.0,95.0,0.0,True
109,Headless Body in Topless Bar (1995),1995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.478,2.0,2.0,110.0,0.0,True
110,Braveheart (1995),1995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,53.832,7.934,9471.0,177.0,213216216.0,True
111,Taxi Driver (1976),1976,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,59.553,8.154,11298.0,114.0,28600000.0,True
112,Rumble in the Bronx (Hont faan kui) (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30.409,6.823,928.0,104.0,32392047.0,False
113,Before and After (1996),1996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.423,5.935,169.0,108.0,8797839.0,True
114,Margaret's Museum (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,6.7,10.0,114.0,0.0,True
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.349,6.9,132.0,106.0,0.0,False
116,Anne Frank Remembered (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.003,8.176,18.0,117.0,1.0,True
117,"Young Poisoner's Handbook, The (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.771,6.633,45.0,99.0,0.0,True
118,If Lucy Fell (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256,5.024,42.0,92.0,2420162.0,True
119,"Steal Big, Steal Little (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.513,4.3,18.0,113.0,6278139.0,True
120,Race the Sun (1996),1996,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.909,5.1,58.0,100.0,0.0,True
121,"Boys of St. Vincent, The (1992)",1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.797,7.1,36.0,93.0,204540.0,True
122,Boomerang (1992),1992,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.976,5.662,520.0,117.0,70100000.0,True
123,Chungking Express (Chung Hing sam lam) (1994),1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41.158,8.0,1573.0,103.0,0.0,False
124,"Star Maker, The (Uomo delle stelle, L') (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.105,7.0,167.0,113.0,0.0,False
125,Flirting With Disaster (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.672,6.169,223.0,92.0,14702438.0,True
126,"NeverEnding Story III, The (1994)",1994,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,4.396,350.0,95.0,0.0,True
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882,6.8,19.0,116.0,0.0,False
128,Jupiter's Wife (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.83,7.143,7.0,87.0,0.0,True
129,Pie in the Sky (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459,6.625,12.0,95.0,0.0,True
130,Angela (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.758,5.643,21.0,99.0,0.0,True
131,Frankie Starlight (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582,5.2,10.0,101.0,0.0,True
132,Jade (1995),1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.104,5.36,241.0,95.0,9851610.0,True
133,Nueba Yol (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,4.8,6.0,102.0,0.0,False
134,Sonic Outlaws (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.332,7.4,5.0,87.0,0.0,True
135,Down Periscope (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.524,6.27,403.0,92.0,37553585.0,True
136,From the Journals of Jean Seberg (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99,5.8,5.0,97.0,0.0,True
137,Man of the Year (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.288,3.083,6.0,86.0,209935.0,True
138,"Neon Bible, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.164,6.2,18.0,92.0,0.0,True
139,Target (1995),1995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0.0,0.0,122.0,0.0,True
140,Up Close and Personal (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.062,6.324,200.0,119.0,0.0,True
141,"Birdcage, The (1996)",1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.535,7.042,1029.0,119.0,185300000.0,True
143,Gospa (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.263,4.7,6.0,125.0,0.0,False
144,"Brothers McMullen, The (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,5.9,78.0,98.0,0.0,True
145,Bad Boys (1995),1995,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40.904,6.793,5821.0,119.0,141407024.0,True
146,"Amazing Panda Adventure, The (1995)",1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.853,5.7,81.0,84.0,7506759.0,True
147,"Basketball Diaries, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.632,7.4,1822.0,102.0,2381087.0,True
148,"Awfully Big Adventure, An (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.768,6.329,46.0,113.0,851545.0,True
149,Amateur (1994),1994,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7.272,6.361,79.0,105.0,0.0,True
150,Apollo 13 (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.675,7.447,5046.0,140.0,355237933.0,True
151,Rob Roy (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,12.675,6.721,571.0,139.0,31596911.0,True
152,"Addiction, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.527,6.485,235.0,82.0,0.0,True
153,Batman Forever (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46.616,5.408,4832.0,121.0,336529144.0,True
154,Beauty of the Day (Belle de jour) (1967),1967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.454,7.399,792.0,101.0,0.0,False
155,Beyond Rangoon (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.847,6.618,76.0,100.0,14700000.0,True
156,Blue in the Face (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.797,6.57,142.0,83.0,1300000.0,True
157,Canadian Bacon (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.24,5.74,196.0,91.0,178104.0,True
158,Casper (1995),1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.874,6.311,4327.0,100.0,287928194.0,True
159,Clockers (1995),1995,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,18.385,6.779,290.0,128.0,13100000.0,True
160,Congo (1995),1995,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,26.718,5.497,799.0,109.0,152022101.0,True
161,Crimson Tide (1995),1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29.892,7.168,1595.0,116.0,157387195.0,True
162,Crumb (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.438,7.579,223.0,119.0,3174695.0,True
163,Desperado (1995),1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24.821,6.923,2629.0,104.0,25405445.0,True
164,Devil in a Blue Dress (1995),1995,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,12.28,6.4,343.0,102.0,16140822.0,True
165,Die Hard: With a Vengeance (1995),1995,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,42.261,7.257,5666.0,128.0,366101666.0,True
166,"Doom Generation, The (1995)",1995,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.184,6.347,216.0,83.0,284785.0,True
167,Feast of July (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005,5.889,9.0,116.0,0.0,True
168,First Knight (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22.914,6.06,1096.0,134.0,127600435.0,True
169,Free Willy 2: The Adventure Home (1995),1995,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.283,5.908,545.0,95.0,30000000.0,True
170,Hackers (1995),1995,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,27.165,6.33,1163.0,107.0,7563728.0,True
