Id,Title,Year,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,SciFi,IMAX,Documentary,War,Musical,Western,FilmNoir,NoGenresListed,Popularity,VoteAverage,VoteCount,Runtime,Revenue,Language
8012,Get Shorty (1995),1995,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.484,6.46,930.0,105.0,115101622.0,True
1710,Copycat (1995),1995,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,17.807,6.501,862.0,124.0,32000000.0,True
9691,Assassins (1995),1995,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,37.971,6.469,1438.0,132.0,30303072.0,True
12665,Powder (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,40.822,6.917,579.0,111.0,30900000.0,True
451,Leaving Las Vegas (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.805,7.264,1304.0,111.0,49800000.0,True
16420,Othello (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.839,6.5,125.0,123.0,0.0,True
9263,Now and Then (1995),1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.566,6.895,390.0,100.0,27400000.0,True
17015,Persuasion (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.323,7.064,119.0,107.0,0.0,True
902,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,20.461,7.282,988.0,108.0,1738611.0,False
37557,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15.638,6.773,77.0,108.0,0.0,False
9909,Dangerous Minds (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.701,6.971,1057.0,99.0,179519401.0,True
63,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1995,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,45.617,7.6,7792.0,129.0,168841459.0,True
78802,Wings of Courage (1995),1995,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.13,6.889,18.0,50.0,0.0,False
9598,Babe (1995),1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.234,6.191,2684.0,91.0,254134910.0,True
47018,Carrington (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.214,6.208,61.0,121.0,0.0,True
687,Dead Man Walking (1995),1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.482,7.341,1245.0,122.0,39363635.0,True
139405,Across the Sea of Time (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.771,5.0,4.0,51.0,16015639.0,True
33689,It Takes Two (1995),1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.531,6.465,821.0,101.0,19474589.0,True
9603,Clueless (1995),1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.096,7.271,4077.0,97.0,56631572.0,True
34615,"Cry, the Beloved Country (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.383,6.7,21.0,106.0,676525.0,True
31174,Richard III (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14.004,6.7,156.0,104.0,2748518.0,True
11443,Dead Presidents (1995),1995,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14.356,6.663,265.0,119.0,24100000.0,True
35196,Restoration (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.383,6.1,102.0,117.0,4005941.0,True
9312,Mortal Kombat (1995),1995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.279,5.839,2104.0,101.0,122195920.0,True
577,To Die For (1995),1995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.473,6.6,708.0,106.0,21284514.0,True
11861,How to Make an American Quilt (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.492,6.4,168.0,116.0,41200020.0,True
807,Seven (a.k.a. Se7en) (1995),1995,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,70.321,8.37,19691.0,127.0,327311859.0,True
10530,Pocahontas (1995),1995,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,51.629,6.928,5352.0,81.0,346100000.0,True
8391,When Night Is Falling (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.353,6.234,64.0,96.0,0.0,True
629,"Usual Suspects, The (1995)",1995,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,46.78,8.192,9733.0,106.0,23341568.0,True
117164,Guardian Angel (1994),1994,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6.017,4.85,10.0,93.0,0.0,True
11448,Mighty Aphrodite (1995),1995,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.594,6.722,603.0,95.0,6700000.0,True
49133,Lamerica (1994),1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164,7.2,52.0,112.0,0.0,False
26441,"Big Green, The (1995)",1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.586,5.497,173.0,100.0,0.0,True
97406,Georgia (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.832,5.8,36.0,115.0,1110974.0,True
124057,Kids of the Round Table (1995),1995,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,4.6,5.0,89.0,0.0,True
9089,Home for the Holidays (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.348,6.3,161.0,103.0,17519169.0,True
11010,"Postman, The (Postino, Il) (1994)",1994,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.138,7.933,1075.0,109.0,33000000.0,False
99040,"Confessional, The (Confessionnal, Le) (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.318,6.3,17.0,100.0,0.0,False
11359,"Indian in the Cupboard, The (1995)",1995,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.059,6.421,577.0,96.0,35700000.0,True
17182,Eye for an Eye (1996),1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.085,6.077,319.0,101.0,26877589.0,True
2054,Mr. Holland's Opus (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.137,6.971,378.0,137.0,106269971.0,True
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.451,6.973,1171.0,89.0,20100000.0,True
19760,Two if by Sea (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.131,4.809,77.0,96.0,10658278.0,True
9536,Bio-Dome (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.343,4.54,329.0,95.0,13400000.0,True
11525,Lawnmower Man 2: Beyond Cyberspace (1996),1996,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,13.071,2.9,128.0,92.0,2409225.0,True
40628,Two Bits (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.283,5.7,53.0,85.0,0.0,True
4482,French Twist (Gazon maudit) (1995),1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.333,6.1,283.0,95.0,0.0,False
10634,Friday (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.892,7.152,1621.0,97.0,28215918.0,True
755,From Dusk Till Dawn (1996),1996,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,27.937,7.015,5481.0,108.0,25836616.0,True
11859,Fair Game (1995),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.619,5.0,264.0,91.0,11500000.0,True
28387,Kicking and Screaming (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.626,6.207,181.0,96.0,718490.0,True
48750,"Misérables, Les (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.741,6.924,60.0,175.0,0.0,False
20927,Bed of Roses (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.931,5.8,108.0,87.0,19030691.0,True
36929,Big Bully (1996),1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.917,4.58,69.0,90.0,2042530.0,True
9102,Screamers (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12.204,6.19,490.0,108.0,5781885.0,True
124626,Nico Icon (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.834,7.222,9.0,70.0,0.0,True
27526,"Crossing Guard, The (1995)",1995,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11.558,6.03,234.0,111.0,0.0,True
9623,"Juror, The (1996)",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12.726,5.5,338.0,118.0,22754725.0,True
46785,"White Balloon, The (Badkonake sefid) (1995)",1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315,7.538,78.0,85.0,0.0,False
400,Things to Do in Denver When You're Dead (1995),1995,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14.938,6.488,341.0,116.0,529766.0,True
880,Antonia's Line (Antonia) (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.449,7.028,111.0,102.0,0.0,False
146599,Once Upon a Time... When We Were Colored (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5.3,3.0,115.0,0.0,True
188588,Last Summer in the Hamptons (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538,5.667,3.0,108.0,0.0,True
8447,Angels and Insects (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.351,6.5,43.0,118.0,0.0,True
10534,White Squall (1996),1996,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19.279,6.278,325.0,129.0,10300000.0,True
17414,Dunston Checks In (1996),1996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.123,5.402,207.0,88.0,0.0,True
13997,Black Sheep (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.501,5.989,369.0,87.0,32000000.0,True
2086,Nick of Time (1995),1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.314,6.175,651.0,90.0,8175346.0,True
61548,"Journey of August King, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,6.625,12.0,91.0,0.0,True
9095,Mary Reilly (1996),1996,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,13.878,5.784,288.0,104.0,12379402.0,True
12158,Vampire in Brooklyn (1995),1995,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.083,5.0,528.0,100.0,19800000.0,True
9283,Beautiful Girls (1996),1996,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.559,6.639,326.0,112.0,0.0,True
9208,Broken Arrow (1996),1996,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.824,6.033,1377.0,108.0,150300000.0,True
40154,In the Bleak Midwinter (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.958,7.1,34.0,99.0,0.0,True
406,"Hate (Haine, La) (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27.459,8.087,3677.0,98.0,15300000.0,False
45549,Shopping (1994),1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.925,5.3,42.0,105.0,0.0,True
63076,Heidi Fleiss: Hollywood Madam (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.543,6.6,14.0,106.0,0.0,True
11062,City Hall (1996),1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12.249,5.904,250.0,111.0,0.0,True
13685,Bottle Rocket (1996),1996,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.569,6.73,966.0,91.0,1040879.0,True
47475,Mr. Wrong (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653,4.0,50.0,96.0,0.0,True
2045,Unforgettable (1996),1996,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7.811,5.602,94.0,106.0,0.0,True
9614,Happy Gilmore (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.669,6.6,2444.0,92.0,41205099.0,True
688,"Bridges of Madison County, The (1995)",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.724,7.693,1963.0,135.0,182016617.0,True
11907,Nobody Loves Me (Keiner liebt mich) (1994),1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.387,6.304,29.0,104.0,0.0,False
10874,Muppet Treasure Island (1996),1996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.232,6.6,355.0,100.0,34300000.0,True
89333,Catwalk (1996),1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.369,7.4,7.0,95.0,0.0,True
96357,Headless Body in Topless Bar (1995),1995,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.478,2.0,2.0,110.0,0.0,True
197,Braveheart (1995),1995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,53.832,7.934,9471.0,177.0,213216216.0,True
103,Taxi Driver (1976),1976,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,59.553,8.154,11298.0,114.0,28600000.0,True
33542,Rumble in the Bronx (Hont faan kui) (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30.409,6.823,928.0,104.0,32392047.0,False
43566,Before and After (1996),1996,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.423,5.935,169.0,108.0,8797839.0,True
71754,Margaret's Museum (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,6.7,10.0,114.0,0.0,True
43612,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.349,6.9,132.0,106.0,0.0,False
51352,Anne Frank Remembered (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.003,8.176,18.0,117.0,1.0,True
16934,"Young Poisoner's Handbook, The (1995)",1995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.771,6.633,45.0,99.0,0.0,True
10324,If Lucy Fell (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256,5.024,42.0,92.0,2420162.0,True
78406,"Steal Big, Steal Little (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.513,4.3,18.0,113.0,6278139.0,True
55731,Race the Sun (1996),1996,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.909,5.1,58.0,100.0,0.0,True
32119,"Boys of St. Vincent, The (1992)",1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.797,7.1,36.0,93.0,204540.0,True
11066,Boomerang (1992),1992,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.976,5.662,520.0,117.0,70100000.0,True
11104,Chungking Express (Chung Hing sam lam) (1994),1994,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41.158,8.0,1573.0,103.0,0.0,False
37975,"Star Maker, The (Uomo delle stelle, L') (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.105,7.0,167.0,113.0,0.0,False
2074,Flirting With Disaster (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.672,6.169,223.0,92.0,14702438.0,True
27793,"NeverEnding Story III, The (1994)",1994,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.69,4.396,350.0,95.0,0.0,True
44284,"Silences of the Palace, The (Saimt el Qusur) (1994)",1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882,6.8,19.0,116.0,0.0,False
290157,Jupiter's Wife (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.83,7.143,7.0,87.0,0.0,True
110972,Pie in the Sky (1996),1996,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.459,6.625,12.0,95.0,0.0,True
32622,Angela (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.758,5.643,21.0,99.0,0.0,True
73067,Frankie Starlight (1995),1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582,5.2,10.0,101.0,0.0,True
11863,Jade (1995),1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.104,5.36,241.0,95.0,9851610.0,True
55475,Nueba Yol (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,4.8,6.0,102.0,0.0,False
124636,Sonic Outlaws (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.332,7.4,5.0,87.0,0.0,True
9101,Down Periscope (1996),1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.524,6.27,403.0,92.0,37553585.0,True
123360,From the Journals of Jean Seberg (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.99,5.8,5.0,97.0,0.0,True
5757,Man of the Year (1995),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.288,3.083,6.0,86.0,209935.0,True
39428,"Neon Bible, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.164,6.2,18.0,92.0,0.0,True
124639,Target (1995),1995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0.0,0.0,122.0,0.0,True
9302,Up Close and Personal (1996),1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.062,6.324,200.0,119.0,0.0,True
11000,"Birdcage, The (1996)",1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.535,7.042,1029.0,119.0,185300000.0,True
249882,Gospa (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.263,4.7,6.0,125.0,0.0,False
16388,"Brothers McMullen, The (1995)",1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,5.9,78.0,98.0,0.0,True
9737,Bad Boys (1995),1995,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40.904,6.793,5821.0,119.0,141407024.0,True
30765,"Amazing Panda Adventure, The (1995)",1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.853,5.7,81.0,84.0,7506759.0,True
10474,"Basketball Diaries, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.632,7.4,1822.0,102.0,2381087.0,True
22279,"Awfully Big Adventure, An (1995)",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.768,6.329,46.0,113.0,851545.0,True
30157,Amateur (1994),1994,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7.272,6.361,79.0,105.0,0.0,True
568,Apollo 13 (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.675,7.447,5046.0,140.0,355237933.0,True
11780,Rob Roy (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,12.675,6.721,571.0,139.0,31596911.0,True
34996,"Addiction, The (1995)",1995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.527,6.485,235.0,82.0,0.0,True
414,Batman Forever (1995),1995,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46.616,5.408,4832.0,121.0,336529144.0,True
649,Beauty of the Day (Belle de jour) (1967),1967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.454,7.399,792.0,101.0,0.0,False
1873,Beyond Rangoon (1995),1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.847,6.618,76.0,100.0,14700000.0,True
5894,Blue in the Face (1995),1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.797,6.57,142.0,83.0,1300000.0,True
1775,Canadian Bacon (1995),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.24,5.74,196.0,91.0,178104.0,True
8839,Casper (1995),1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.874,6.311,4327.0,100.0,287928194.0,True
20649,Clockers (1995),1995,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,18.385,6.779,290.0,128.0,13100000.0,True
10329,Congo (1995),1995,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,26.718,5.497,799.0,109.0,152022101.0,True
8963,Crimson Tide (1995),1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29.892,7.168,1595.0,116.0,157387195.0,True
26564,Crumb (1994),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.438,7.579,223.0,119.0,3174695.0,True
8068,Desperado (1995),1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24.821,6.923,2629.0,104.0,25405445.0,True
8512,Devil in a Blue Dress (1995),1995,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,12.28,6.4,343.0,102.0,16140822.0,True
1572,Die Hard: With a Vengeance (1995),1995,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,42.261,7.257,5666.0,128.0,366101666.0,True
13552,"Doom Generation, The (1995)",1995,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.184,6.347,216.0,83.0,284785.0,True
259209,Feast of July (1995),1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005,5.889,9.0,116.0,0.0,True
6520,First Knight (1995),1995,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22.914,6.06,1096.0,134.0,127600435.0,True
